,Symbol,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
0,BWXT,20231119155007,$77.01,11/20/2023,1.19%,,10/30/2023,0.92,Industrial Machinery/Components,,
1,TAST,20231119155009,$7.01,11/20/2023,N/A,,11/09/2023,0.0,Restaurants,,
2,CTSH,20231119155011,$68.48,11/20/2023,1.69%,,11/01/2023,1.16,EDP Services,,
3,USOI,20231119155013,$68.48,11/20/2023,1.69%,,11/03/2023,16.134,EDP Services,,
4,GLDI,20231119155015,$68.48,11/20/2023,1.69%,,11/03/2023,4.8216,EDP Services,,
5,SLVO,20231119155017,$68.48,11/20/2023,1.69%,,11/03/2023,3.5892,EDP Services,,
6,E,20231119155018,$32.33,11/20/2023,6.43%,,10/31/2023,2.0131,Oil & Gas Production,,
7,JNJ,20231119155020,$150.10,11/20/2023,3.18%,,10/19/2023,4.76,Biotechnology: Pharmaceutical Preparations,,
8,PFIN,20231119155022,$12.88,11/20/2023,1.55%,,11/08/2023,0.2,Industrial Machinery/Components,,
9,PIPR,20231119155024,$152.51,11/20/2023,1.55%,,10/27/2023,2.4,Investment Bankers/Brokers/Service,,
10,SWKS,20231119155026,$93.37,11/20/2023,2.91%,,11/02/2023,2.72,Semiconductors,,
11,STE,20231119155029,$203.42,11/20/2023,1.04%,,10/31/2023,2.08,Industrial Specialties,,
12,FTI,20231119155030,$20.14,11/20/2023,0.97%,,10/24/2023,0.2,Metal Fabrications,,
13,CG,20231119155033,$31.44,11/20/2023,4.45%,,11/03/2023,1.4,Investment Managers,,
14,WMG,20231119155034,$31.24,11/20/2023,2.18%,,11/19/2023,0.68,Services-Misc. Amusement & Recreation,,
15,PRMW,20231119155036,$14.17,11/20/2023,2.24%,,11/02/2023,0.32,Farming/Seeds/Milling,,
16,JNJ,20231119155037,$150.10,11/20/2023,3.18%,,10/19/2023,4.76,Biotechnology: Pharmaceutical Preparations,,
17,SNA,20231119155039,$274.72,11/20/2023,2.33%,,11/02/2023,7.44,Industrial Machinery/Components,,
18,DHI,20231119155041,$127.63,11/20/2023,0.78%,,11/07/2023,1.2,Homebuilding,,
19,E,20231119155043,$32.33,11/20/2023,6.43%,,10/31/2023,1.9449,Oil & Gas Production,,
20,GGB,20231119155044,$4.99,11/20/2023,11.96%,,11/07/2023,0.705,Steel/Iron Ore,,
21,PRU,20231119155046,$94.63,11/20/2023,5.22%,,11/07/2023,5.0,Life Insurance,,
22,TS,20231119155048,$33.55,11/20/2023,1.98%,,11/02/2023,0.4,Steel/Iron Ore,,
23,PIPR,20231119155050,$152.51,11/20/2023,1.55%,,10/27/2023,2.4,Investment Bankers/Brokers/Service,,
24,WLK,20231119155053,$128.14,11/20/2023,1.54%,,11/10/2023,2.0,Major Chemicals,,
25,DHT,20231119155055,$10.16,11/20/2023,13.51%,,11/03/2023,0.76,Marine Transportation,,
26,PRI,20231119155057,$204.15,11/20/2023,1.24%,,11/07/2023,2.6,Life Insurance,,
27,BWXT,20231119155058,$77.01,11/20/2023,1.19%,,10/30/2023,0.92,Industrial Machinery/Components,,
28,XYL,20231119155100,$101.26,11/20/2023,1.3%,,11/09/2023,1.32,Fluid Controls,,
29,FTI,20231119155102,$20.14,11/20/2023,0.97%,,10/24/2023,0.2,Metal Fabrications,,
30,STE,20231119155105,$203.42,11/20/2023,1.04%,,10/31/2023,2.08,Industrial Specialties,,
31,FSCO,20231119155107,$5.68,11/20/2023,12.04%,,11/08/2023,0.684,"Trusts, Except Educational, Religious, and Charitable",,
32,HIYS,20231119155109,$5.68,11/20/2023,12.04%,,11/17/2023,1.855,"Trusts, Except Educational, Religious, and Charitable",,
33,ICLO,20231119155111,$5.68,11/20/2023,12.04%,,11/17/2023,1.6472,"Trusts, Except Educational, Religious, and Charitable",,
34,ISDB,20231119155113,$5.68,11/20/2023,12.04%,,11/17/2023,1.3872,"Trusts, Except Educational, Religious, and Charitable",,
35,STR,20231119155114,$22.34,11/20/2023,7.05%,,11/08/2023,1.96,Oil & Gas Production,,
36,XSHD,20231119155116,$22.34,11/20/2023,7.05%,,11/17/2023,1.2463,Oil & Gas Production,,
37,CEFS,20231119155117,$22.34,11/20/2023,7.05%,,11/17/2023,1.6387,Oil & Gas Production,,
38,IVRA,20231119155118,$22.34,11/20/2023,7.05%,,11/17/2023,0.3096,Oil & Gas Production,,
39,MINN,20231119155120,$22.34,11/20/2023,7.05%,,11/17/2023,0.4881,Oil & Gas Production,,
40,IMSI,20231119155121,$22.34,11/20/2023,7.05%,,11/17/2023,2.0454,Oil & Gas Production,,
41,ATCD,20231119155123,"$1,235.00",11/20/2023,4.87%,,11/09/2023,60.14,N/A,,
42,CHTM,20231119155125,"$1,856.95",11/20/2023,3.2%,,11/09/2023,59.62,N/A,,
43,OTCM,20231119155126,$60.00,11/20/2023,1.2%,,11/08/2023,0.72,N/A,,
44,ISNPY,20231119155128,$17.25,11/20/2023,4.67%,,N/A,1.3258,N/A,,
45,GULRY,20231119155130,$15.24,11/20/2023,1.48%,,N/A,1.1786,N/A,,
46,OCLDY,20231119155133,$10.48,11/20/2023,2.04%,,N/A,0.2816,N/A,,
47,MDIBY,20231119155135,$12.5095,11/20/2023,4.19%,,N/A,0.6237,N/A,,
48,DNIYY,20231119155137,$20.90,11/20/2023,0.96%,,N/A,0.2346,N/A,,
49,AMCR,20231119155141,$9.28,11/21/2023,5.23%,,10/31/2023,0.5,Miscellaneous manufacturing industries,,
50,B,20231119155142,$25.65,11/21/2023,2.44%,,10/12/2023,0.64,Metal Fabrications,,
51,BWG,20231119155233,$7.83,11/21/2023,12.18%,,8/02/2023,0.99,Finance/Investors Services,,
52,BC,20231119155235,$75.61,11/21/2023,2.07%,,10/17/2023,1.6,Industrial Machinery/Components,,
53,DFS,20231119155237,$84.20,11/21/2023,3.24%,,10/18/2023,2.8,Finance: Consumer Services,,
54,EMD,20231119155238,$8.57,11/21/2023,11.67%,,8/02/2023,1.014,Finance/Investors Services,,
55,EVM,20231119155240,$8.625,11/21/2023,4.03%,,11/01/2023,0.3504,Finance/Investors Services,,
56,ETV,20231119155243,$12.12,11/21/2023,9.31%,,11/01/2023,1.1388,Investment Bankers/Brokers/Service,,
57,ETW,20231119155245,$7.64,11/21/2023,9.11%,,11/01/2023,0.6984,Investment Managers,,
58,EOI,20231119155247,$15.65,11/21/2023,8.39%,,11/01/2023,1.314,Finance/Investors Services,,
59,EOS,20231119155249,$17.90,11/21/2023,7.72%,,11/01/2023,1.3824,"Trusts, Except Educational, Religious, and Charitable",,
60,EFT,20231119155251,$12.22,11/21/2023,11.36%,,11/01/2023,1.392,Finance Companies,,
61,EIM,20231119155252,$9.57,11/21/2023,4.16%,,11/01/2023,0.3996,Finance/Investors Services,,
62,ETX           ,20231119155255,$9.57,11/21/2023,4.16%,,11/01/2023,0.6996,Finance/Investors Services,,
63,EOT,20231119155256,$15.80,11/21/2023,4.76%,,11/01/2023,0.75,Investment Bankers/Brokers/Service,,
64,ENX,20231119155258,$8.80,11/21/2023,4.01%,,11/01/2023,0.3564,Finance/Investors Services,,
65,ETJ,20231119155259,$7.84,11/21/2023,8.77%,,11/01/2023,0.6948,Finance Companies,,
66,EFR,20231119155302,$12.24,11/21/2023,11.56%,,11/01/2023,1.416,"Trusts, Except Educational, Religious, and Charitable",,
67,EVG,20231119155303,$10.15,11/21/2023,10.73%,,11/01/2023,1.0655,Investment Managers,,
68,EVT,20231119155305,$20.41,11/21/2023,8.71%,,11/01/2023,1.7856,Finance Companies,,
69,ETO,20231119155307,$22.18,11/21/2023,7.39%,,11/01/2023,1.6488,Investment Managers,,
70,ETG,20231119155308,$15.96,11/21/2023,7.47%,,11/01/2023,1.2012,Investment Managers,,
71,ETB,20231119155310,$12.66,11/21/2023,8.85%,,11/01/2023,1.1184,Investment Bankers/Brokers/Service,,
72,ETY,20231119155311,$11.56,11/21/2023,8.34%,,11/01/2023,0.966,Finance Companies,,
73,EXG,20231119155313,$7.44,11/21/2023,8.86%,,11/01/2023,0.6636,Finance Companies,,
74,TEAF,20231119155315,$12.13,11/21/2023,8.83%,,8/10/2023,1.08,"Trusts, Except Educational, Religious, and Charitable",,
75,EOS,20231119155319,$17.90,11/21/2023,7.72%,,11/01/2023,1.3824,"Trusts, Except Educational, Religious, and Charitable",,
76,EVRG,20231119155321,$50.33,11/21/2023,4.87%,,10/31/2023,2.45,Power Generation,,
77,DFP,20231119155323,$17.06,11/21/2023,7.28%,,10/19/2023,1.248,Investment Managers,,
78,PFD,20231119155324,$9.71,11/21/2023,6.8%,,10/19/2023,0.66,Investment Managers,,
79,PFO,20231119155326,$7.65,11/21/2023,7%,,10/19/2023,0.54,Finance Companies,,
80,FFC,20231119155328,$13.59,11/21/2023,7.16%,,10/19/2023,0.978,"Trusts, Except Educational, Religious, and Charitable",,
81,FLC,20231119155330,$14.12,11/21/2023,7.05%,,10/19/2023,1.002,"Trusts, Except Educational, Religious, and Charitable",,
82,FWRD,20231119155332,$64.76,11/21/2023,1.48%,,10/24/2023,0.96,Oil Refining/Marketing,,
83,GIL,20231119155334,$35.26,11/21/2023,2.08%,,11/01/2023,0.744,Apparel,,
84,HFRO,20231119155335,$8.35,11/21/2023,10.96%,,11/01/2023,0.924,Finance/Investors Services,,
85,KELYA,20231119155337,$20.67,11/21/2023,1.45%,,11/07/2023,0.3,Professional Services,,
86,KELYB,20231119155338,$20.05,11/21/2023,1.5%,,11/07/2023,0.3,Professional Services,,
87,LFUS,20231119155340,$238.42,11/21/2023,1.09%,,10/25/2023,2.6,Electrical Products,,
88,SCD,20231119155341,$12.67,11/21/2023,10.64%,,8/02/2023,1.356,"Trusts, Except Educational, Religious, and Charitable",,
89,MAR,20231119155343,$203.68,11/21/2023,1.02%,,11/09/2023,2.08,Hotels/Resorts,,
90,MCHP,20231119155344,$82.16,11/21/2023,2%,,11/02/2023,1.64,Semiconductors,,
91,NMRK,20231119155347,$7.70,11/21/2023,1.56%,,10/31/2023,0.12,Real Estate,,
92,OCCIN,20231119155349,$22.00,11/21/2023,5.97%,,6/01/2023,1.3125,"Trusts, Except Educational, Religious, and Charitable",,
93,OCCIO,20231119155351,$23.23,11/21/2023,6.59%,,6/01/2023,1.53125,"Trusts, Except Educational, Religious, and Charitable",,
94,PAX,20231119155353,$14.02,11/21/2023,7.16%,,11/01/2023,1.004,Investment Managers,,
95,PBI^B,20231119155354,$16.33,11/21/2023,10.42%,,11/19/2023,1.675,N/A,,
96,RM,20231119155356,$22.24,11/21/2023,5.22%,,11/01/2023,1.2,Finance: Consumer Services,,
97,SBSI,20231119155358,$28.75,11/21/2023,4.87%,,11/02/2023,1.4,Major Banks,,
98,SGC,20231119155400,$10.47,11/21/2023,5.35%,,11/06/2023,0.56,Apparel,,
99,TRMD,20231119155401,$31.53,11/21/2023,N/A,,11/09/2023,0.0,Marine Transportation,,
100,VINP,20231119155403,$10.59,11/21/2023,7.55%,,11/07/2023,0.8,Investment Managers,,
101,WDI,20231119155404,$13.27,11/21/2023,12.63%,,8/02/2023,1.68,"Trusts, Except Educational, Religious, and Charitable",,
102,EMD,20231119155455,$8.57,11/21/2023,11.67%,,8/02/2023,1.014,Finance/Investors Services,,
103,GDO,20231119155456,$11.90,11/21/2023,10.25%,,8/02/2023,1.224,Finance Companies,,
104,EHI,20231119155459,$6.60,11/21/2023,12.11%,,8/02/2023,0.804,Investment Managers,,
105,HIX,20231119155501,$4.54,11/21/2023,12.87%,,8/02/2023,0.588,Finance/Investors Services,,
106,HIO,20231119155503,$3.75,11/21/2023,11.3%,,8/02/2023,0.426,Finance/Investors Services,,
107,HYI,20231119155504,$11.57,11/21/2023,9.81%,,8/02/2023,1.14,Investment Managers,,
108,WIA,20231119155506,$8.01,11/21/2023,7.56%,,5/17/2023,0.6,"Trusts, Except Educational, Religious, and Charitable",,
109,WIW,20231119155507,$8.55,11/21/2023,8.5%,,5/17/2023,0.726,Finance Companies,,
110,SBI,20231119155509,$7.485,11/21/2023,3.77%,,8/02/2023,0.282,Finance/Investors Services,,
111,IGI,20231119155511,$16.30,11/21/2023,5.1%,,8/02/2023,0.822,Investment Managers,,
112,MMU,20231119155513,$9.75,11/21/2023,4.46%,,8/02/2023,0.438,Investment Managers,,
113,DMO,20231119155514,$10.80,11/21/2023,12.8%,,8/02/2023,1.38,"Trusts, Except Educational, Religious, and Charitable",,
114,MHF,20231119155516,$6.33,11/21/2023,3.94%,,8/02/2023,0.2496,Finance/Investors Services,,
115,BCV,20231119155518,$14.99,11/21/2023,8.5%,,11/16/2023,1.28,Finance/Investors Services,,
116,IAF,20231119155519,$3.95,11/21/2023,11.9%,,11/09/2023,0.44,Finance/Investors Services,,
117,FAX,20231119155521,$2.65,11/21/2023,12.31%,,11/09/2023,0.33,Investment Managers,,
118,ECF,20231119155523,$7.61,11/21/2023,6.87%,,11/16/2023,0.52,Finance/Investors Services,,
119,FCO,20231119155524,$5.97,11/21/2023,13.57%,,11/09/2023,0.84,Investment Managers,,
120,VFL,20231119155526,$9.22,11/21/2023,4.21%,,11/09/2023,0.39,Finance/Investors Services,,
121,EIM,20231119155528,$9.57,11/21/2023,4.16%,,11/01/2023,0.3996,Finance/Investors Services,,
122,ENX,20231119155529,$8.80,11/21/2023,4.01%,,11/01/2023,0.3564,Finance/Investors Services,,
123,EVM,20231119155531,$8.625,11/21/2023,4.03%,,11/01/2023,0.3504,Finance/Investors Services,,
124,H,20231119155532,$113.64,11/21/2023,0.52%,,11/02/2023,0.6,Hotels/Resorts,,
125,GIL,20231119155534,$35.26,11/21/2023,2.08%,,11/01/2023,0.744,Apparel,,
126,B,20231119155535,$25.65,11/21/2023,2.44%,,10/12/2023,0.64,Metal Fabrications,,
127,BC,20231119155537,$75.61,11/21/2023,2.07%,,10/17/2023,1.6,Industrial Machinery/Components,,
128,CEM,20231119155539,$36.42,11/21/2023,8.32%,,11/09/2023,3.08,"Trusts, Except Educational, Religious, and Charitable",,
129,L,20231119155540,$67.06,11/21/2023,0.37%,,11/07/2023,0.25,Property-Casualty Insurers,,
130,MOG.B,20231119155542,N/A,11/21/2023,1.08%,,11/03/2023,1.08,Aerospace,,
131,MOG.A,20231119155543,N/A,11/21/2023,0.94%,,11/03/2023,1.08,N/A,,
132,HQH,20231119155545,$15.08,11/21/2023,10.46%,,11/09/2023,1.52,Finance Companies,,
133,MHF,20231119155546,$6.33,11/21/2023,3.94%,,8/02/2023,0.2496,Finance/Investors Services,,
134,CW,20231119155548,$211.00,11/21/2023,0.38%,,11/16/2023,0.8,Industrial Machinery/Components,,
135,PFD,20231119155549,$9.71,11/21/2023,6.8%,,10/19/2023,0.66,Investment Managers,,
136,PHX,20231119155552,$3.29,11/21/2023,2.67%,,11/08/2023,0.12,Oil & Gas Production,,
137,SBI,20231119155554,$7.485,11/21/2023,3.77%,,8/02/2023,0.282,Finance/Investors Services,,
138,PFO,20231119155555,$7.65,11/21/2023,7%,,10/19/2023,0.54,Finance Companies,,
139,HQL,20231119155556,$11.90,11/21/2023,10.61%,,11/09/2023,1.2,Investment Managers,,
140,MMU,20231119155558,$9.75,11/21/2023,4.46%,,8/02/2023,0.438,Investment Managers,,
141,HIO,20231119155600,$3.75,11/21/2023,11.3%,,8/02/2023,0.426,Finance/Investors Services,,
142,IFN,20231119155601,$17.45,11/21/2023,9.3%,,11/09/2023,1.64,Finance/Investors Services,,
143,HIX,20231119155603,$4.54,11/21/2023,12.87%,,8/02/2023,0.588,Finance/Investors Services,,
144,NTG,20231119155604,$34.15,11/21/2023,8.92%,,11/09/2023,3.08,Finance Companies,,
145,FMN,20231119155606,$10.12,11/21/2023,4.13%,,11/10/2023,0.42,Investment Managers,,
146,EHI,20231119155607,$6.60,11/21/2023,12.11%,,8/02/2023,0.804,Investment Managers,,
147,FLC,20231119155609,$14.12,11/21/2023,7.05%,,10/19/2023,1.002,"Trusts, Except Educational, Religious, and Charitable",,
148,WIA,20231119155611,$8.01,11/21/2023,7.56%,,5/17/2023,0.6,"Trusts, Except Educational, Religious, and Charitable",,
149,EVT,20231119155612,$20.41,11/21/2023,8.71%,,11/01/2023,1.7856,Finance Companies,,
150,EMD,20231119155614,$8.57,11/21/2023,11.67%,,8/02/2023,1.014,Finance/Investors Services,,
151,EFR,20231119155615,$12.24,11/21/2023,11.56%,,11/01/2023,1.416,"Trusts, Except Educational, Religious, and Charitable",,
152,ETG,20231119155617,$15.96,11/21/2023,7.47%,,11/01/2023,1.2012,Investment Managers,,
153,SCD,20231119155708,$12.67,11/21/2023,10.64%,,8/02/2023,1.356,"Trusts, Except Educational, Religious, and Charitable",,
154,TYG,20231119155710,$28.41,11/21/2023,9.94%,,11/09/2023,2.84,Investment Managers,,
155,WIW,20231119155712,$8.55,11/21/2023,8.5%,,5/17/2023,0.726,Finance Companies,,
156,ETO,20231119155714,$22.18,11/21/2023,7.39%,,11/01/2023,1.6488,Investment Managers,,
157,EFT,20231119155716,$12.22,11/21/2023,11.36%,,11/01/2023,1.392,Finance Companies,,
158,EOI,20231119155717,$15.65,11/21/2023,8.39%,,11/01/2023,1.314,Finance/Investors Services,,
159,ORA,20231119155719,$65.42,11/21/2023,0.74%,,11/08/2023,0.48,Electric Utilities: Central,,
160,EOS,20231119155721,$17.90,11/21/2023,7.72%,,11/01/2023,1.3824,"Trusts, Except Educational, Religious, and Charitable",,
161,EVG,20231119155724,$10.15,11/21/2023,10.73%,,11/01/2023,0.8928,Investment Managers,,
162,ETB,20231119155725,$12.66,11/21/2023,8.85%,,11/01/2023,1.1184,Investment Bankers/Brokers/Service,,
163,ETW,20231119155728,$7.64,11/21/2023,9.11%,,11/01/2023,0.6984,Investment Managers,,
164,ETY,20231119155729,$11.56,11/21/2023,8.34%,,11/01/2023,0.966,Finance Companies,,
165,AWP,20231119155731,$3.65,11/21/2023,13.04%,,11/09/2023,0.48,"Trusts, Except Educational, Religious, and Charitable",,
166,DFS,20231119155732,$84.20,11/21/2023,3.24%,,10/18/2023,2.8,Finance: Consumer Services,,
167,FFC,20231119155735,$13.59,11/21/2023,7.16%,,10/19/2023,0.978,"Trusts, Except Educational, Religious, and Charitable",,
168,DFP,20231119155737,$17.06,11/21/2023,7.28%,,10/19/2023,1.248,Investment Managers,,
169,EMO,20231119155738,$33.11,11/21/2023,7.74%,,11/09/2023,2.6,Investment Managers,,
170,ETJ,20231119155740,$7.84,11/21/2023,8.77%,,11/01/2023,0.6948,Finance Companies,,
171,EOT,20231119155741,$15.80,11/21/2023,4.76%,,11/01/2023,0.8125,Investment Bankers/Brokers/Service,,
172,IGI,20231119155743,$16.30,11/21/2023,5.1%,,8/02/2023,0.822,Investment Managers,,
173,TPZ,20231119155744,$13.31,11/21/2023,9.4%,,11/09/2023,1.26,Investment Managers,,
174,GDO,20231119155746,$11.90,11/21/2023,10.25%,,8/02/2023,1.224,Finance Companies,,
175,ETV,20231119155747,$12.12,11/21/2023,9.31%,,11/01/2023,1.1388,Investment Bankers/Brokers/Service,,
176,DMO,20231119155749,$10.80,11/21/2023,12.8%,,8/02/2023,1.38,"Trusts, Except Educational, Religious, and Charitable",,
177,HYI,20231119155750,$11.57,11/21/2023,9.81%,,8/02/2023,1.14,Investment Managers,,
178,ACP,20231119155752,$6.19,11/21/2023,19.2%,,11/09/2023,1.2,Investment Managers,,
179,AFT,20231119155754,$13.13,11/21/2023,12.23%,,11/10/2023,1.442,Investment Managers,,
180,TTP,20231119155755,$27.20,11/21/2023,8.55%,,11/09/2023,2.36,"Trusts, Except Educational, Religious, and Charitable",,
181,BWG,20231119155757,$7.83,11/21/2023,12.18%,,8/02/2023,0.99,Finance/Investors Services,,
182,RM,20231119155758,$22.24,11/21/2023,5.22%,,11/01/2023,1.2,Finance: Consumer Services,,
183,CTR,20231119155800,$32.73,11/21/2023,8.36%,,11/09/2023,2.8,Investment Managers,,
184,NDP,20231119155801,$29.48,11/21/2023,8.44%,,11/09/2023,2.52,Finance/Investors Services,,
185,AIF,20231119155803,$12.98,11/21/2023,11.48%,,11/10/2023,1.47,Finance Companies,,
186,ETX,20231119155805,$17.41,11/21/2023,4.03%,,11/01/2023,0.6996,Investment Bankers/Brokers/Service,,
187,AOD,20231119155806,$7.69,11/21/2023,8.94%,,11/09/2023,0.69,Investment Managers,,
188,AGD,20231119155808,$9.01,11/21/2023,8.62%,,11/09/2023,0.78,"Trusts, Except Educational, Religious, and Charitable",,
189,EXG,20231119155809,$7.44,11/21/2023,8.86%,,11/01/2023,0.6636,Finance Companies,,
190,JEQ,20231119155813,$5.39,11/21/2023,8.07%,,11/09/2023,0.4,Air Freight/Delivery Services,,
191,GNK,20231119155814,$14.17,11/21/2023,4.18%,,11/08/2023,0.6,Marine Transportation,,
192,THQ,20231119155816,$16.56,11/21/2023,8.07%,,11/09/2023,1.35,Finance Companies,,
193,THW,20231119155818,$10.73,11/21/2023,12.84%,,11/09/2023,1.4004,Finance Companies,,
194,HFRO,20231119155821,$8.35,11/21/2023,10.96%,,11/01/2023,0.924,Finance/Investors Services,,
195,TEAF,20231119155824,$12.13,11/21/2023,8.83%,,8/10/2023,1.08,"Trusts, Except Educational, Religious, and Charitable",,
196,AMCR,20231119155826,$9.28,11/21/2023,5.23%,,10/31/2023,0.5,Miscellaneous manufacturing industries,,
197,ASGI,20231119155828,$16.84,11/21/2023,8.46%,,11/09/2023,1.44,Investment Managers,,
198,AOMR,20231119155830,$10.08,11/21/2023,12.59%,,11/07/2023,1.28,Real Estate Investment Trusts,,
199,WDI,20231119155832,$13.27,11/21/2023,12.63%,,8/02/2023,1.68,"Trusts, Except Educational, Religious, and Charitable",,
200,SGGKY,20231119155834,$28.31,11/21/2023,1.84%,,N/A,0.5176,N/A,,
201,SGCFF,20231119155836,$4.48,11/21/2023,5.02%,,11/09/2023,0.225,N/A,,
202,PRNDY,20231119155838,$36.18,11/21/2023,2.46%,,N/A,1.1178,N/A,,
